,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,RF_ham10_pred,RF_ham2_pred,RF_ham4_pred,RF_ham6_pred,RF_ham8_pred,RF_ham9_pred,1st_ham,1st_time,2nd_ham,2nd_time,3rd_ham,3rd_time
0,199.989,39.146,32.872,78.694,13.955,6.061,135.7733793430878,83.8423060383549,29.51654888144904,41.181136452473076,45.853854455580624,74.30913516972983,runtime_ham4,32.872,runtime_ham6,78.694,runtime_ham8,13.955
1,199.99400000000003,199.99400000000003,3.35,52.318000000000005,6.941,137.155,143.8540324991815,83.8423060383549,29.51654888144904,48.07424804711439,45.853854455580624,74.30913516972983,runtime_ham4,3.35,runtime_ham8,6.941,runtime_ham6,52.318000000000005
2,93.557,37.675,3.148,5.856,6.348,199.995,140.67369254238847,83.8423060383549,29.51654888144904,41.181136452473076,45.853854455580624,74.30913516972983,runtime_ham4,3.148,runtime_ham6,5.856,runtime_ham8,6.348
3,89.05799999999999,199.99400000000003,1.2329999999999999,16.879,5.059,58.525,109.71921368809062,83.8423060383549,29.51654888144904,41.181136452473076,45.853854455580624,74.30913516972983,runtime_ham4,1.2329999999999999,runtime_ham6,16.879,runtime_ham8,5.059
4,107.992,4.2139999999999995,1.406,17.433,5.926,1.641,135.7733793430878,83.8423060383549,29.51654888144904,41.181136452473076,45.853854455580624,74.30913516972983,runtime_ham4,1.406,runtime_ham6,17.433,runtime_ham8,5.926
5,199.989,195.308,7.619,7.284,25.045,114.473,135.7733793430878,83.8423060383549,29.51654888144904,41.181136452473076,45.853854455580624,74.30913516972983,runtime_ham4,7.619,runtime_ham6,7.284,runtime_ham8,25.045
6,97.865,199.993,12.802,199.989,199.99400000000003,199.993,166.98489806432752,96.4900441231874,32.033590057919625,107.27811159188741,45.853854455580624,81.33386225916095,runtime_ham4,12.802,runtime_ham8,199.99400000000003,runtime_ham9,199.993
7,95.40100000000001,25.539,12.061,61.418,2.149,11.763,132.16217890602485,83.8423060383549,29.51654888144904,41.181136452473076,45.853854455580624,74.30913516972983,runtime_ham4,12.061,runtime_ham6,61.418,runtime_ham8,2.149
8,178.357,35.217,37.229,87.068,42.62,199.995,166.98489806432752,96.4900441231874,35.6136172138312,107.27811159188741,45.853854455580624,81.33386225916095,runtime_ham4,37.229,runtime_ham8,42.62,runtime_ham9,199.995
9,142.714,199.99,8.759,199.989,3.2889999999999997,199.99599999999998,175.98698629962166,96.4900441231874,29.51654888144904,107.27811159188741,45.853854455580624,81.33386225916095,runtime_ham4,8.759,runtime_ham8,3.2889999999999997,runtime_ham9,199.99599999999998
10,186.674,199.995,56.391999999999996,174.45,3.483,199.99599999999998,178.24771811780346,96.4900441231874,32.033590057919625,107.27811159188741,45.853854455580624,81.33386225916095,runtime_ham4,56.391999999999996,runtime_ham8,3.483,runtime_ham9,199.99599999999998
11,75.221,126.525,22.165,199.982,22.066999999999997,4.175,116.58788143284588,83.8423060383549,29.51654888144904,41.181136452473076,45.853854455580624,74.30913516972983,runtime_ham4,22.165,runtime_ham6,199.982,runtime_ham8,22.066999999999997
12,199.99099999999999,108.209,25.315,199.981,35.103,175.02599999999998,178.24771811780346,96.4900441231874,38.13065839030179,107.27811159188741,45.853854455580624,81.33386225916095,runtime_ham4,25.315,runtime_ham8,35.103,runtime_ham9,175.02599999999998
13,168.88400000000001,54.977,85.333,13.059000000000001,31.055999999999997,36.356,181.8710553472407,96.4900441231874,36.46907259098206,107.27811159188741,45.853854455580624,76.57010301719613,runtime_ham4,85.333,runtime_ham8,31.055999999999997,runtime_ham9,36.356
14,152.303,199.99400000000003,30.866,158.68200000000002,15.294,7.521,180.4923102746662,96.4900441231874,52.129785924315385,107.27811159188741,45.853854455580624,81.33386225916095,runtime_ham8,15.294,runtime_ham4,30.866,runtime_ham9,7.521
15,183.977,7.348,199.995,199.99,180.21099999999998,45.742,184.1317871654225,96.4900441231874,52.129785924315385,107.27811159188741,45.853854455580624,76.57010301719613,runtime_ham8,180.21099999999998,runtime_ham4,199.995,runtime_ham9,45.742
